Ring_ID,Transponder ,colour rings ,Aviary_out ,Aviary_in,betweenness,closeness,degree,sex ,cohort ,age ,round,SN,vb,hb,avb,ahb
642,000783B4F3,PP/MP,10,13,7.5,0.2,5,M,2014,4,2,13,,,,
642,000783B4F3,PP/MP,10,13,7.5,0.2,5,M,2014,4,2,13,,,,
642,000783B4F3,PP/MP,10,13,7.5,0.2,5,M,2014,4,2,13,,,,
519,000783E0B3,VM/VV,13,13,0,0,0,M,2013,5,2,13,,,,
519,000783E0B3,VM/VV,13,13,0,0,0,M,2013,5,2,13,,,,
519,000783E0B3,VM/VV,13,13,0,0,0,M,2013,5,2,13,,,,
255,0007B04908,WW/MW,10,13,0,0.111111111,1,M,2010,8,2,13,,,,
255,0007B04908,WW/MW,10,13,0,0.111111111,1,M,2010,8,2,13,,,,
255,0007B04908,WW/MW,10,13,0,0.111111111,1,M,2010,8,2,13,,,,
652,00078395C8,EE/ME,22,13,0,0,0,M,2014,4,2,13,,,,
652,00078395C8,EE/ME,22,13,0,0,0,M,2014,4,2,13,,,,
652,00078395C8,EE/ME,22,13,0,0,0,M,2014,4,2,13,,,,
728,000783E51D,LP/MP,1,16,0,0,0,F,2014,4,2,14,,,,
583,0007AC8F78,OO/MO,4,16,0,0.25,4,F,2014,4,2,14,,,,
683,0007ABB45D,BB/DM,4,16,0,0,0,F,2014,4,2,14,,,,
707,0007B0C904,CM/NN,1,16,0,0,0,F,2014,4,2,14,,,,
691,0007B045D8,XX/MX,13,16,0,0.25,4,F,2014,4,2,14,,,,
723,000783C77F,CC/CM,16,16,0,0,0,F,2014,4,2,14,,,,
727,0007AB9F6A,PP/MP,19,16,0,0,0,F,2014,4,2,14,,,,
630,000783DDDC,EE/EM,22,16,0,0,0,F,2014,4,2,14,,,,
703,0007ACD485,DD/DM,22,16,0,0,0,F,2014,4,2,14,,,,
666,0007ACC304,RR/MR,7,16,0,0.25,4,M,2017,1,2,14,,,,
666,0007ACC304,RR/MR,7,16,0,0.25,4,M,2017,1,2,14,,,,
666,0007ACC304,RR/MR,7,16,0,0.25,4,M,2017,1,2,14,,,,
665,0007AC512E,WW/MW,13,16,0,0.25,4,M,2014,4,2,14,,,,
665,0007AC512E,WW/MW,13,16,0,0.25,4,M,2014,4,2,14,,,,
665,0007AC512E,WW/MW,13,16,0,0.25,4,M,2014,4,2,14,,,,
699,0007B046BA,EE/ME,13,16,0,0.25,4,M,2014,4,2,14,,,,
699,0007B046BA,EE/ME,13,16,0,0.25,4,M,2014,4,2,14,,,,
699,0007B046BA,EE/ME,13,16,0,0.25,4,M,2014,4,2,14,,,,
706,0007AFDFC5,VY/MX,19,16,0,0,0,M,2014,4,2,14,,,,
706,0007AFDFC5,VY/MX,19,16,0,0,0,M,2014,4,2,14,,,,
706,0007AFDFC5,VY/MX,19,16,0,0,0,M,2014,4,2,14,,,,
709,0007AC2B4F,CC/MD,19,16,0,0,0,M,2014,4,2,14,,,,
709,0007AC2B4F,CC/MD,19,16,0,0,0,M,2014,4,2,14,,,,
709,0007AC2B4F,CC/MD,19,16,0,0,0,M,2014,4,2,14,,,,
716,0007ACDA5A,YV/YM,22,16,0,0,0,M,2014,4,2,14,,,,
716,0007ACDA5A,YV/YM,22,16,0,0,0,M,2014,4,2,14,,,,
716,0007ACDA5A,YV/YM,22,16,0,0,0,M,2014,4,2,14,,,,
324,0007AC386F,CN/MC,1,19,0,0,0,F,2012,6,2,15,,,,
719,000783A448,EE/ME,4,19,0,0,0,F,2014,4,2,15,,,,
594,0007B01CE3,DD/MD,10,19,0,0.125,1,F,2013,5,2,15,,,,
714,7839667,CC/MC,13,19,0,0.142857,2,F,2014,4,2,15,,,,
527,0007ACE488,SS/MS,19,19,1,0.2,1,F,2013,5,2,15,,,,
395,0007AC388E,M/W,19,19,0,0,0,F,2013,5,2,15,,,,
253,00079D5182,VV/MV,4,19,0,0,0,M,2010,8,2,15,,,,
253,00079D5182,VV/MV,4,19,0,0,0,M,2010,8,2,15,,,,
253,00079D5182,VV/MV,4,19,0,0,0,M,2010,8,2,15,,,,
332,0007AC60AD,CC/CM,7,19,1,0.2,3,M,2012,6,2,15,,,,
332,0007AC60AD,CC/CM,7,19,1,0.2,3,M,2012,6,2,15,,,,
332,0007AC60AD,CC/CM,7,19,1,0.2,3,M,2012,6,2,15,,,,
730,0007AC3EDE,XX/MX,10,19,3,0.2,3,M,2014,4,2,15,,,,
730,0007AC3EDE,XX/MX,10,19,3,0.2,3,M,2014,4,2,15,,,,
730,0007AC3EDE,XX/MX,10,19,3,0.2,3,M,2014,4,2,15,,,,
548,0007AC2039,WW/WM,16,19,0,0,0,M,2013,5,2,15,,,,
548,0007AC2039,WW/WM,16,19,0,0,0,M,2013,5,2,15,,,,
548,0007AC2039,WW/WM,16,19,0,0,0,M,2013,5,2,15,,,,
581,0007ABB698,MD/DD,16,19,0,0,0,M,2013,5,2,15,,,,
581,0007ABB698,MD/DD,16,19,0,0,0,M,2013,5,2,15,,,,
581,0007ABB698,MD/DD,16,19,0,0,0,M,2013,5,2,15,,,,
623,0007AB9DDE,EE/EM,16,19,0,0,0,M,2014,4,2,15,,,,
623,0007AB9DDE,EE/EM,16,19,0,0,0,M,2014,4,2,15,,,,
623,0007AB9DDE,EE/EM,16,19,0,0,0,M,2014,4,2,15,,,,
698,0007B01AEF,LL/ML,16,19,0,0,0,M,2014,4,2,15,,,,
698,0007B01AEF,LL/ML,16,19,0,0,0,M,2014,4,2,15,,,,
698,0007B01AEF,LL/ML,16,19,0,0,0,M,2014,4,2,15,,,,
687,0007AC4333,CN/MX,16,22,0.1,6,0.333333333,M,2014,4,2,16,,,,
687,0007AC4333,CN/MX,16,22,0.1,6,0.333333333,M,2014,4,2,16,,,,
687,0007AC4333,CN/MX,16,22,0.1,6,0.333333333,M,2014,4,2,16,,,,
566,0007B0F1CE,MH/HH,4,22,0,0,0,M,2013,5,2,16,,,,
566,0007B0F1CE,MH/HH,4,22,0,0,0,M,2013,5,2,16,,,,
566,0007B0F1CE,MH/HH,4,22,0,0,0,M,2013,5,2,16,,,,
275,0007AC7B4A,WW/MW,7,22,0.125,8,0.666666667,M,2010,8,2,16,,,,
275,0007AC7B4A,WW/MW,7,22,0.125,8,0.666666667,M,2010,8,2,16,,,,
275,0007AC7B4A,WW/MW,7,22,0.125,8,0.666666667,M,2010,8,2,16,,,,
520,0007AC8CF6,NN/MN,7,22,0.125,8,0.666666667,M,2013,5,2,16,,,,
520,0007AC8CF6,NN/MN,7,22,0.125,8,0.666666667,M,2013,5,2,16,,,,
520,0007AC8CF6,NN/MN,7,22,0.125,8,0.666666667,M,2013,5,2,16,,,,
505,0007ABA0DB,MO/OO,10,22,0.111111111,7,0.333333333,M,2013,5,2,16,,,,
505,0007ABA0DB,MO/OO,10,22,0.111111111,7,0.333333333,M,2013,5,2,16,,,,
505,0007ABA0DB,MO/OO,10,22,0.111111111,7,0.333333333,M,2013,5,2,16,,,,
628,0007B015D8,CC/MC,13,22,0,0,0,M,2014,4,2,16,,,,
628,0007B015D8,CC/MC,13,22,0,0,0,M,2014,4,2,16,,,,
628,0007B015D8,CC/MC,13,22,0,0,0,M,2014,4,2,16,,,,
516,0007B0F689,YY/MY,16,22,0,0,0,M,2013,5,2,16,,,,
516,0007B0F689,YY/MY,16,22,0,0,0,M,2013,5,2,16,,,,
516,0007B0F689,YY/MY,16,22,0,0,0,M,2013,5,2,16,,,,
572,0007B117A4,MB/BB,19,22,0.111111111,7,0.333333333,M,2013,5,2,16,,,,
572,0007B117A4,MB/BB,19,22,0.111111111,7,0.333333333,M,2013,5,2,16,,,,
572,0007B117A4,MB/BB,19,22,0.111111111,7,0.333333333,M,2013,5,2,16,,,,
