Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1745;05-01-2019;06:48:48;40;-;Trovan Unique;000783ABE8;-;00000000;00000000;-;""
1746;05-01-2019;06:48:49;40;-;Trovan Unique;000783ABE8;-;00000000;00000000;-;""
1747;05-01-2019;06:48:50;40;-;Trovan Unique;000783ABE8;-;00000000;00000000;-;""
1748;05-01-2019;06:48:50;40;-;Trovan Unique;000783ABE8;-;00000000;00000000;-;""
1749;05-01-2019;06:48:51;40;-;Trovan Unique;000783ABE8;-;00000000;00000000;-;""
1750;05-01-2019;08:52:03;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1751;05-01-2019;08:52:03;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1752;05-01-2019;08:52:05;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1753;05-01-2019;08:52:05;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1754;05-01-2019;08:52:05;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1755;05-01-2019;08:53:05;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1756;05-01-2019;08:53:07;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1757;05-01-2019;08:53:08;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1758;05-01-2019;08:53:08;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1759;05-01-2019;08:53:09;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1760;05-01-2019;08:53:09;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1761;05-01-2019;08:53:09;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1762;05-01-2019;08:53:09;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1763;05-01-2019;08:53:10;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1764;05-01-2019;08:53:10;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1765;05-01-2019;08:53:10;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1766;05-01-2019;08:53:10;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1767;05-01-2019;08:53:11;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1768;05-01-2019;08:53:11;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1769;05-01-2019;08:53:11;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1770;05-01-2019;08:53:12;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
1771;05-01-2019;08:55:19;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
1772;05-01-2019;08:55:19;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
1773;05-01-2019;08:55:20;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
1774;05-01-2019;08:55:20;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
1775;05-01-2019;08:55:20;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
