Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
126;06-02-2019;07:26:36;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
127;06-02-2019;07:26:36;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
128;06-02-2019;07:26:37;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
129;06-02-2019;07:26:38;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
130;06-02-2019;07:35:08;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
131;06-02-2019;07:39:59;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
132;06-02-2019;07:39:59;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
133;06-02-2019;07:40:25;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
134;06-02-2019;07:40:25;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
135;06-02-2019;07:40:26;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
136;06-02-2019;07:40:27;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
137;06-02-2019;07:40:27;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
138;06-02-2019;07:42:42;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
139;06-02-2019;07:42:43;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
140;06-02-2019;07:42:43;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
141;06-02-2019;07:42:44;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
142;06-02-2019;07:42:45;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
143;06-02-2019;07:42:45;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
144;06-02-2019;07:42:46;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
145;06-02-2019;07:42:47;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
146;06-02-2019;07:42:47;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
147;06-02-2019;07:42:48;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
148;06-02-2019;07:42:49;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
149;06-02-2019;07:42:49;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
150;06-02-2019;07:42:50;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
151;06-02-2019;07:42:51;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
152;06-02-2019;07:42:51;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
153;06-02-2019;07:42:52;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
154;06-02-2019;07:42:53;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
155;06-02-2019;07:42:53;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
156;06-02-2019;07:42:54;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
157;06-02-2019;07:42:55;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
158;06-02-2019;07:42:55;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
159;06-02-2019;07:42:56;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
160;06-02-2019;07:42:58;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
161;06-02-2019;07:42:59;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
162;06-02-2019;07:42:59;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
163;06-02-2019;07:43:00;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
164;06-02-2019;07:43:01;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
165;06-02-2019;07:43:01;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
166;06-02-2019;07:43:02;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
167;06-02-2019;07:43:03;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
168;06-02-2019;07:43:03;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
169;06-02-2019;07:43:04;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
170;06-02-2019;07:43:05;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
171;06-02-2019;07:43:05;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
172;06-02-2019;07:43:06;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
173;06-02-2019;07:43:07;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
174;06-02-2019;07:43:07;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
175;06-02-2019;07:43:08;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
176;06-02-2019;07:43:09;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
177;06-02-2019;07:43:10;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
178;06-02-2019;07:43:11;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
179;06-02-2019;07:43:12;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
180;06-02-2019;07:43:12;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
181;06-02-2019;07:43:13;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
182;06-02-2019;07:43:14;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
183;06-02-2019;07:43:15;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
184;06-02-2019;07:43:16;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
185;06-02-2019;07:43:16;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
186;06-02-2019;07:43:17;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
187;06-02-2019;07:43:18;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
188;06-02-2019;07:43:18;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
189;06-02-2019;07:43:19;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
190;06-02-2019;07:43:20;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
191;06-02-2019;07:43:20;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
192;06-02-2019;07:43:22;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
193;06-02-2019;07:43:23;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
194;06-02-2019;07:43:23;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
195;06-02-2019;07:43:24;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
196;06-02-2019;07:43:25;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
197;06-02-2019;07:43:25;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
198;06-02-2019;07:43:26;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
199;06-02-2019;07:43:32;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
200;06-02-2019;07:43:32;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
201;06-02-2019;07:43:33;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
202;06-02-2019;07:43:34;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
203;06-02-2019;07:43:34;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
204;06-02-2019;07:43:35;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
205;06-02-2019;07:43:36;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
206;06-02-2019;07:43:36;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
207;06-02-2019;07:43:37;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
208;06-02-2019;07:43:38;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
209;06-02-2019;07:43:40;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
210;06-02-2019;07:43:41;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
211;06-02-2019;07:43:42;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
212;06-02-2019;07:43:42;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
213;06-02-2019;07:43:43;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
214;06-02-2019;07:47:51;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
215;06-02-2019;07:47:51;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
216;06-02-2019;07:47:52;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
217;06-02-2019;07:47:53;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
218;06-02-2019;07:47:53;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
219;06-02-2019;07:47:54;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
220;06-02-2019;07:47:55;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
