Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
14;05-02-2019;13:12:18;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
15;05-02-2019;13:21:31;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
16;05-02-2019;13:55:18;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
17;05-02-2019;13:55:19;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
18;05-02-2019;13:55:20;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
19;05-02-2019;13:55:57;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
20;05-02-2019;13:55:57;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
21;05-02-2019;13:55:58;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
22;05-02-2019;13:55:59;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
23;05-02-2019;14:37:01;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
24;05-02-2019;14:37:01;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
25;05-02-2019;14:37:02;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
26;05-02-2019;14:37:02;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
27;05-02-2019;14:37:02;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
28;05-02-2019;14:37:03;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
29;05-02-2019;14:37:03;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
30;05-02-2019;14:37:03;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
31;05-02-2019;14:37:03;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
32;05-02-2019;14:37:04;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
33;05-02-2019;14:37:04;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
34;05-02-2019;14:37:04;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
35;05-02-2019;14:37:04;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
36;05-02-2019;14:37:05;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
37;05-02-2019;14:37:05;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
38;05-02-2019;14:37:05;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
39;05-02-2019;14:37:05;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
40;05-02-2019;14:37:06;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
41;05-02-2019;14:37:06;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
42;05-02-2019;14:37:06;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
43;05-02-2019;14:37:07;10;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
44;05-02-2019;14:37:20;40;-;Trovan Unique;0007B046BA;-;00000000;00000000;-;""
