Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
2276;08-02-2019;07:25:50;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2277;08-02-2019;07:25:51;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2278;08-02-2019;07:26:12;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2279;08-02-2019;07:26:12;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2280;08-02-2019;07:26:12;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2281;08-02-2019;07:26:13;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2282;08-02-2019;07:26:13;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2283;08-02-2019;07:26:13;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2284;08-02-2019;07:26:13;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2285;08-02-2019;07:26:14;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2286;08-02-2019;07:26:14;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2287;08-02-2019;07:26:14;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2288;08-02-2019;07:26:14;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2289;08-02-2019;07:26:15;10;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2290;08-02-2019;07:26:16;20;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2291;08-02-2019;07:26:17;20;-;Trovan Unique;0007AC8F78;-;00000000;00000000;-;""
2292;08-02-2019;07:27:39;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2293;08-02-2019;07:27:39;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2294;08-02-2019;07:27:40;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2295;08-02-2019;07:27:40;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2296;08-02-2019;07:27:40;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2297;08-02-2019;07:27:40;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2298;08-02-2019;07:27:41;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2299;08-02-2019;07:27:41;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2300;08-02-2019;07:27:41;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2301;08-02-2019;07:27:42;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2302;08-02-2019;07:27:42;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
2303;08-02-2019;07:27:42;10;-;Trovan Unique;0007B045D8;-;00000000;00000000;-;""
