Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
79;30-01-2019;08:30:05;10;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
80;30-01-2019;08:30:05;10;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
81;30-01-2019;08:30:06;10;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
82;30-01-2019;08:30:06;10;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
83;30-01-2019;08:30:08;20;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
84;30-01-2019;08:30:08;20;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
85;30-01-2019;08:30:57;20;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
86;30-01-2019;08:30:58;20;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
87;30-01-2019;08:30:59;10;-;Trovan Unique;0007ACD286;-;00000000;00000000;-;""
88;30-01-2019;08:31:19;40;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
89;30-01-2019;08:31:19;40;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
90;30-01-2019;08:31:20;40;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
91;30-01-2019;08:31:21;30;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
92;30-01-2019;08:31:21;30;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
93;30-01-2019;08:31:41;30;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
94;30-01-2019;08:31:42;30;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
95;30-01-2019;08:31:43;40;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
96;30-01-2019;08:35:12;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
97;30-01-2019;08:35:13;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
98;30-01-2019;08:35:13;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
99;30-01-2019;08:35:14;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
100;30-01-2019;08:35:15;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
101;30-01-2019;08:35:16;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
102;30-01-2019;08:35:16;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
103;30-01-2019;08:35:17;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
104;30-01-2019;08:35:18;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
105;30-01-2019;08:35:18;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
106;30-01-2019;08:35:19;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
107;30-01-2019;08:35:20;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
108;30-01-2019;08:40:09;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
109;30-01-2019;08:40:09;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
110;30-01-2019;08:40:10;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
111;30-01-2019;08:40:11;30;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
112;30-01-2019;08:40:12;30;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
113;30-01-2019;08:40:13;30;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
114;30-01-2019;08:40:14;30;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
115;30-01-2019;08:40:15;30;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
116;30-01-2019;08:40:15;30;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
117;30-01-2019;08:40:16;40;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
118;30-01-2019;08:40:24;40;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
119;30-01-2019;08:40:25;40;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
120;30-01-2019;08:40:28;40;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
121;30-01-2019;08:40:36;40;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
122;30-01-2019;08:40:37;40;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
123;30-01-2019;08:40:38;30;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
124;30-01-2019;08:40:39;30;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
125;30-01-2019;08:40:39;30;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
126;30-01-2019;08:40:40;30;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
127;30-01-2019;08:40:55;30;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
128;30-01-2019;08:40:59;30;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
129;30-01-2019;08:41:00;40;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
130;30-01-2019;08:41:12;40;-;Trovan Unique;00078394D9;-;00000000;00000000;-;""
131;30-01-2019;08:41:14;40;-;Trovan Unique;00078394D9;-;00000000;00000000;-;""
132;30-01-2019;08:50:46;40;-;Trovan Unique;000783C8E4;-;00000000;00000000;-;""
133;30-01-2019;08:50:50;40;-;Trovan Unique;000783C8E4;-;00000000;00000000;-;""
134;30-01-2019;08:50:56;40;-;Trovan Unique;000783C8E4;-;00000000;00000000;-;""
135;30-01-2019;08:50:56;40;-;Trovan Unique;000783C8E4;-;00000000;00000000;-;""
136;30-01-2019;08:50:57;40;-;Trovan Unique;000783C8E4;-;00000000;00000000;-;""
