Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1520;14-01-2019;07:45:04;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1521;14-01-2019;07:45:06;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1522;14-01-2019;07:45:06;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1523;14-01-2019;07:45:06;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1524;14-01-2019;07:45:06;10;-;Trovan Unique;000783A7E6;-;00000000;00000000;-;""
1525;14-01-2019;07:45:06;20;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1526;14-01-2019;07:45:06;10;-;Trovan Unique;000783A7E6;-;00000000;00000000;-;""
1527;14-01-2019;07:45:07;20;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1528;14-01-2019;07:46:19;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1529;14-01-2019;07:46:21;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1530;14-01-2019;07:46:22;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1531;14-01-2019;07:46:23;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1532;14-01-2019;07:46:23;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1533;14-01-2019;07:46:22;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1534;14-01-2019;07:46:23;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1535;14-01-2019;07:46:24;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1536;14-01-2019;07:46:24;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1537;14-01-2019;07:46:24;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1538;14-01-2019;07:46:24;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1539;14-01-2019;07:46:24;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1540;14-01-2019;07:46:24;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1541;14-01-2019;07:46:24;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1542;14-01-2019;07:46:25;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1543;14-01-2019;07:46:25;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1544;14-01-2019;07:46:26;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1545;14-01-2019;07:46:28;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1546;14-01-2019;07:46:28;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1547;14-01-2019;07:46:29;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1548;14-01-2019;07:46:29;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1549;14-01-2019;07:46:29;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1550;14-01-2019;07:46:29;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1551;14-01-2019;07:46:30;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1552;14-01-2019;07:46:30;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1553;14-01-2019;07:46:30;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1554;14-01-2019;07:46:31;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1555;14-01-2019;07:46:31;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1556;14-01-2019;07:46:31;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1557;14-01-2019;07:46:53;20;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1558;14-01-2019;07:46:54;20;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1559;14-01-2019;07:46:55;20;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1560;14-01-2019;07:46:56;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
1561;14-01-2019;07:51:25;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1562;14-01-2019;07:51:28;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1563;14-01-2019;07:51:28;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1564;14-01-2019;07:51:28;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
1565;14-01-2019;07:51:29;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
