Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
6670;15-02-2019;10:42:30;10;-;Trovan Unique;0007ABAEC7;-;00000000;00000000;-;""
6671;15-02-2019;12:43:38;40;-;Trovan Unique;0007ACDAC3;-;00000000;00000000;-;""
6672;15-02-2019;15:43:56;40;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
6673;15-02-2019;15:43:57;40;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
6674;15-02-2019;15:43:58;40;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
6675;15-02-2019;15:43:59;40;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
6676;15-02-2019;15:44:00;40;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
6677;15-02-2019;15:49:55;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
