Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
7557;17-02-2019;07:06:17;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7558;17-02-2019;07:06:18;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7559;17-02-2019;07:06:18;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7560;17-02-2019;07:06:19;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7561;17-02-2019;07:06:19;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7562;17-02-2019;07:06:19;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7563;17-02-2019;07:06:19;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7564;17-02-2019;07:06:20;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7565;17-02-2019;07:06:20;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7566;17-02-2019;07:06:20;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7567;17-02-2019;07:06:20;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7568;17-02-2019;07:06:21;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7569;17-02-2019;07:06:21;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7570;17-02-2019;07:06:21;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7571;17-02-2019;07:06:22;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7572;17-02-2019;07:06:22;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7573;17-02-2019;07:06:22;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7574;17-02-2019;07:06:22;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7575;17-02-2019;07:06:23;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7576;17-02-2019;07:06:23;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7577;17-02-2019;07:06:23;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7578;17-02-2019;07:06:24;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7579;17-02-2019;07:06:24;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7580;17-02-2019;07:06:24;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7581;17-02-2019;07:06:24;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7582;17-02-2019;07:06:25;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7583;17-02-2019;07:06:25;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7584;17-02-2019;07:06:25;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7585;17-02-2019;07:06:25;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7586;17-02-2019;07:06:26;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7587;17-02-2019;07:06:26;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7588;17-02-2019;07:07:35;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7589;17-02-2019;07:07:35;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7590;17-02-2019;07:07:36;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7591;17-02-2019;07:07:36;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7592;17-02-2019;07:07:36;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7593;17-02-2019;07:07:37;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7594;17-02-2019;07:07:37;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7595;17-02-2019;07:07:37;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7596;17-02-2019;07:07:38;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7597;17-02-2019;07:07:38;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7598;17-02-2019;07:07:38;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7599;17-02-2019;07:07:38;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7600;17-02-2019;07:07:39;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7601;17-02-2019;07:07:39;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7602;17-02-2019;07:07:39;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7603;17-02-2019;07:07:40;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7604;17-02-2019;07:07:40;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7605;17-02-2019;07:07:40;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7606;17-02-2019;07:07:40;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7607;17-02-2019;07:07:41;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7608;17-02-2019;07:07:41;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7609;17-02-2019;07:07:41;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7610;17-02-2019;07:07:41;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7611;17-02-2019;07:07:42;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7612;17-02-2019;07:07:42;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7613;17-02-2019;07:07:42;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7614;17-02-2019;07:07:43;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7615;17-02-2019;07:07:43;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7616;17-02-2019;07:07:45;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7617;17-02-2019;07:07:45;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7618;17-02-2019;07:07:47;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7619;17-02-2019;07:07:48;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7620;17-02-2019;07:07:49;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7621;17-02-2019;07:07:49;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7622;17-02-2019;07:07:49;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7623;17-02-2019;07:07:50;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7624;17-02-2019;07:08:01;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7625;17-02-2019;07:08:01;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7626;17-02-2019;07:08:01;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7627;17-02-2019;07:08:02;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7628;17-02-2019;07:08:02;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7629;17-02-2019;07:08:02;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7630;17-02-2019;07:08:03;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
7631;17-02-2019;07:08:03;10;-;Trovan Unique;0007B0C62E;-;00000000;00000000;-;""
