Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1;19-02-2019;14:14:48;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
2;19-02-2019;14:25:51;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
3;19-02-2019;14:25:52;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4;19-02-2019;14:25:52;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
5;19-02-2019;14:25:53;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
6;19-02-2019;14:26:00;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
7;19-02-2019;14:26:01;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
8;19-02-2019;14:26:02;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
9;19-02-2019;14:26:02;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
10;19-02-2019;14:26:03;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
11;19-02-2019;14:26:04;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
12;19-02-2019;14:26:04;40;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
13;19-02-2019;15:12:55;10;-;Trovan Unique;000783DBAA;-;00000000;00000000;-;""
