Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
4493;23-02-2019;07:01:03;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4494;23-02-2019;07:01:03;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4495;23-02-2019;07:01:03;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4496;23-02-2019;07:01:03;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4497;23-02-2019;07:01:04;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4498;23-02-2019;07:01:04;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4499;23-02-2019;07:01:04;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4500;23-02-2019;07:01:04;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4501;23-02-2019;07:01:05;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4502;23-02-2019;07:01:05;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4503;23-02-2019;07:01:05;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4504;23-02-2019;07:01:06;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4505;23-02-2019;07:01:06;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4506;23-02-2019;07:01:06;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4507;23-02-2019;07:01:28;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4508;23-02-2019;07:01:29;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4509;23-02-2019;07:01:29;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4510;23-02-2019;07:01:29;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4511;23-02-2019;07:01:29;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4512;23-02-2019;07:01:30;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4513;23-02-2019;07:01:30;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4514;23-02-2019;07:01:30;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4515;23-02-2019;07:01:31;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4516;23-02-2019;07:01:31;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4517;23-02-2019;07:01:31;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4518;23-02-2019;07:01:31;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4519;23-02-2019;07:01:32;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4520;23-02-2019;07:01:32;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4521;23-02-2019;07:01:32;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4522;23-02-2019;07:01:32;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4523;23-02-2019;07:01:33;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4524;23-02-2019;07:01:33;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
4525;23-02-2019;07:01:33;10;-;Trovan Unique;000783CF1A;-;00000000;00000000;-;""
