Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
6002;23-02-2019;08:00:51;40;-;Trovan Unique;0007B015D8;-;00000000;00000000;-;""
6003;23-02-2019;08:01:13;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6004;23-02-2019;08:01:17;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6005;23-02-2019;08:01:17;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6006;23-02-2019;08:01:18;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6007;23-02-2019;08:01:19;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6008;23-02-2019;08:01:20;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6009;23-02-2019;08:01:20;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6010;23-02-2019;08:01:21;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6011;23-02-2019;08:01:23;30;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6012;23-02-2019;08:01:33;40;-;Trovan Unique;0007B015D8;-;00000000;00000000;-;""
6013;23-02-2019;08:01:34;40;-;Trovan Unique;0007B015D8;-;00000000;00000000;-;""
6014;23-02-2019;08:01:47;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
6015;23-02-2019;08:02:53;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6016;23-02-2019;08:02:54;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6017;23-02-2019;08:02:54;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6018;23-02-2019;08:02:54;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6019;23-02-2019;08:02:55;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6020;23-02-2019;08:02:55;10;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
6021;23-02-2019;08:03:46;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
6022;23-02-2019;08:03:47;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
6023;23-02-2019;08:07:42;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6024;23-02-2019;08:07:42;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6025;23-02-2019;08:07:46;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6026;23-02-2019;08:07:47;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6027;23-02-2019;08:07:48;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6028;23-02-2019;08:07:48;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6029;23-02-2019;08:08:08;40;-;Trovan Unique;0007B015D8;-;00000000;00000000;-;""
6030;23-02-2019;08:08:09;40;-;Trovan Unique;0007B015D8;-;00000000;00000000;-;""
6031;23-02-2019;08:08:09;40;-;Trovan Unique;0007B015D8;-;00000000;00000000;-;""
6032;23-02-2019;08:08:43;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6033;23-02-2019;08:08:44;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6034;23-02-2019;08:08:45;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
6035;23-02-2019;08:08:45;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6036;23-02-2019;08:08:44;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
6037;23-02-2019;08:08:48;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6038;23-02-2019;08:08:48;40;-;Trovan Unique;0007AC4333;-;00000000;00000000;-;""
6039;23-02-2019;08:08:48;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6040;23-02-2019;08:08:49;40;-;Trovan Unique;0007AC4333;-;00000000;00000000;-;""
6041;23-02-2019;08:08:50;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6042;23-02-2019;08:08:50;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6043;23-02-2019;08:08:51;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6044;23-02-2019;08:08:52;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
6045;23-02-2019;08:08:52;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
6046;23-02-2019;08:08:52;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6047;23-02-2019;08:08:52;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
6048;23-02-2019;08:08:52;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
6049;23-02-2019;08:08:52;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
