,time_in,time_out,id,visit_time
0,2019-02-23 08:01:23,2019-02-23 08:02:55,0007AC8CF6,0 days 00:01:32.000000000
0,2019-02-23 08:07:48,2019-02-23 08:09:04,0007AC9031,0 days 00:01:16.000000000
0,2019-02-23 08:23:53,2019-02-23 08:25:58,0007AC7B4A,0 days 00:02:05.000000000
0,2019-02-23 08:23:55,2019-02-23 08:24:45,0007B117A4,0 days 00:00:50.000000000
0,2019-02-23 08:33:46,2019-02-23 08:34:29,0007AC93ED,0 days 00:00:43.000000000
0,2019-02-23 08:54:19,2019-02-23 08:55:22,00079D4F7C,0 days 00:01:03.000000000
0,2019-02-23 08:54:53,2019-02-23 08:55:16,0007AC403D,0 days 00:00:23.000000000
0,2019-02-23 08:55:12,2019-02-23 08:56:22,0007AC8CF6,0 days 00:01:10.000000000
0,2019-02-23 08:58:37,2019-02-23 09:00:26,0007AC4333,0 days 00:01:49.000000000
0,2019-02-23 08:59:54,2019-02-23 09:00:16,0007AC93ED,0 days 00:00:22.000000000
0,2019-02-23 09:10:43,2019-02-23 09:11:32,0007AC9031,0 days 00:00:49.000000000
0,2019-02-23 09:35:14,2019-02-23 09:35:20,0007AC93ED,0 days 00:00:06.000000000
0,2019-02-23 09:52:17,2019-02-23 09:54:33,0007AC7B4A,0 days 00:02:16.000000000
0,2019-02-23 09:57:55,2019-02-23 09:58:40,0007AC9031,0 days 00:00:45.000000000
0,2019-02-23 09:58:58,2019-02-23 10:00:08,0007ABA0DB,0 days 00:01:10.000000000
0,2019-02-23 09:59:11,2019-02-23 09:59:37,0007AC93ED,0 days 00:00:26.000000000
0,2019-02-23 10:16:15,2019-02-23 10:17:10,0007AC8CF6,0 days 00:00:55.000000000
0,2019-02-23 10:44:24,2019-02-23 10:45:05,00079D4F7C,0 days 00:00:41.000000000
0,2019-02-23 10:44:56,2019-02-23 10:45:21,0007AC403D,0 days 00:00:25.000000000
0,2019-02-23 10:47:55,2019-02-23 10:49:03,0007AC9031,0 days 00:01:08.000000000
0,2019-02-23 10:47:56,2019-02-23 10:49:37,0007B117A4,0 days 00:01:41.000000000
0,2019-02-23 11:13:35,2019-02-23 11:14:07,0007AC8CF6,0 days 00:00:32.000000000
0,2019-02-23 11:23:30,2019-02-23 11:23:45,0007AC93ED,0 days 00:00:15.000000000
0,2019-02-23 11:45:28,2019-02-23 11:47:39,0007AC7B4A,0 days 00:02:11.000000000
0,2019-02-23 11:48:28,2019-02-23 11:49:13,0007AC9031,0 days 00:00:45.000000000
0,2019-02-23 11:51:42,2019-02-23 11:52:08,0007AC8CF6,0 days 00:00:26.000000000
0,2019-02-23 12:45:31,2019-02-23 12:45:55,0007AC8CF6,0 days 00:00:24.000000000
0,2019-02-23 12:46:06,2019-02-23 12:46:27,0007AC403D,0 days 00:00:21.000000000
0,2019-02-23 12:58:32,2019-02-23 12:59:23,0007ABA0DB,0 days 00:00:51.000000000
0,2019-02-23 12:58:32,2019-02-23 13:00:59,0007B117A4,0 days 00:02:27.000000000
0,2019-02-23 13:00:04,2019-02-23 13:00:57,0007AC4333,0 days 00:00:53.000000000
0,2019-02-23 13:01:15,2019-02-23 13:01:50,0007AC9031,0 days 00:00:35.000000000
0,2019-02-23 13:03:50,2019-02-23 13:04:59,00079D4F7C,0 days 00:01:09.000000000
0,2019-02-23 13:08:11,2019-02-23 13:10:26,0007AC7B4A,0 days 00:02:15.000000000
0,2019-02-23 13:14:56,2019-02-23 13:16:56,0007AC8CF6,0 days 00:02:00.000000000
0,2019-02-23 14:04:48,2019-02-23 14:05:19,0007AC9031,0 days 00:00:31.000000000
0,2019-02-23 14:09:10,2019-02-23 14:09:33,0007AC8CF6,0 days 00:00:23.000000000
0,2019-02-23 14:36:26,2019-02-23 16:19:18,0007ABA0DB,0 days 01:42:52.000000000
