Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
9085;25-02-2019;07:47:51;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9086;25-02-2019;07:47:52;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9087;25-02-2019;07:47:53;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9088;25-02-2019;07:47:54;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9089;25-02-2019;07:47:57;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9090;25-02-2019;07:47:58;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9091;25-02-2019;07:47:59;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9092;25-02-2019;07:48:00;30;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9093;25-02-2019;07:48:06;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9094;25-02-2019;07:48:06;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9095;25-02-2019;07:48:07;10;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9096;25-02-2019;07:49:29;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9097;25-02-2019;07:50:00;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9098;25-02-2019;07:50:00;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9099;25-02-2019;07:50:01;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9100;25-02-2019;07:50:02;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9101;25-02-2019;07:50:17;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9102;25-02-2019;07:50:17;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9103;25-02-2019;07:50:19;40;-;Trovan Unique;0007AC4309;-;00000000;00000000;-;""
9104;25-02-2019;07:50:20;40;-;Trovan Unique;0007AC4309;-;00000000;00000000;-;""
9105;25-02-2019;07:50:20;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9106;25-02-2019;07:50:21;30;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9107;25-02-2019;07:52:35;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9108;25-02-2019;07:52:36;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9109;25-02-2019;07:52:37;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9110;25-02-2019;07:52:37;10;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
9111;25-02-2019;07:54:55;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
9112;25-02-2019;07:54:55;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
9113;25-02-2019;07:54:56;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
9114;25-02-2019;07:56:41;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
9115;25-02-2019;07:57:59;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
9116;25-02-2019;07:58:00;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
9117;25-02-2019;07:58:00;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
9118;25-02-2019;07:59:05;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
9119;25-02-2019;08:04:38;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9120;25-02-2019;08:04:38;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9121;25-02-2019;08:04:39;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9122;25-02-2019;08:05:00;40;-;Trovan Unique;0007AC403D;-;00000000;00000000;-;""
9123;25-02-2019;08:05:01;40;-;Trovan Unique;0007AC403D;-;00000000;00000000;-;""
9124;25-02-2019;08:05:46;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
9125;25-02-2019;08:05:47;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
9126;25-02-2019;08:05:47;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
9127;25-02-2019;08:05:48;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
9128;25-02-2019;08:05:49;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
9129;25-02-2019;08:05:49;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
9130;25-02-2019;08:05:51;30;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
9131;25-02-2019;08:05:51;30;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
9132;25-02-2019;08:06:07;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9133;25-02-2019;08:06:07;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9134;25-02-2019;08:06:08;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9135;25-02-2019;08:06:08;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9136;25-02-2019;08:06:09;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9137;25-02-2019;08:06:09;10;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9138;25-02-2019;08:06:10;10;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9139;25-02-2019;08:06:10;10;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
9140;25-02-2019;08:06:41;30;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
