Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
7451;24-02-2019;07:51:15;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7452;24-02-2019;07:51:15;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7453;24-02-2019;07:51:16;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7454;24-02-2019;07:51:16;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7455;24-02-2019;07:54:43;40;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7456;24-02-2019;07:55:55;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7457;24-02-2019;07:55:55;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7458;24-02-2019;07:55:56;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7459;24-02-2019;07:55:57;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7460;24-02-2019;07:57:17;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7461;24-02-2019;07:57:18;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7462;24-02-2019;07:57:19;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7463;24-02-2019;07:57:19;10;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7464;24-02-2019;07:57:19;10;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7465;24-02-2019;07:57:20;10;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7466;24-02-2019;07:57:21;10;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
7467;24-02-2019;07:57:23;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7468;24-02-2019;07:57:24;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7469;24-02-2019;07:57:24;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7470;24-02-2019;07:57:24;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
7471;24-02-2019;07:58:38;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7472;24-02-2019;07:59:09;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7473;24-02-2019;07:59:09;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7474;24-02-2019;07:59:09;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7475;24-02-2019;07:59:10;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7476;24-02-2019;07:59:48;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7477;24-02-2019;07:59:49;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7478;24-02-2019;07:59:52;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7479;24-02-2019;07:59:53;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7480;24-02-2019;07:59:52;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7481;24-02-2019;07:59:52;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7482;24-02-2019;07:59:54;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7483;24-02-2019;07:59:55;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7484;24-02-2019;07:59:56;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7485;24-02-2019;07:59:55;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7486;24-02-2019;08:00:06;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7487;24-02-2019;08:00:17;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7488;24-02-2019;08:00:18;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7489;24-02-2019;08:00:19;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7490;24-02-2019;08:00:18;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7491;24-02-2019;08:00:19;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7492;24-02-2019;08:00:20;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7493;24-02-2019;08:00:20;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7494;24-02-2019;08:00:24;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7495;24-02-2019;08:00:24;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7496;24-02-2019;08:00:25;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7497;24-02-2019;08:00:28;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7498;24-02-2019;08:00:29;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7499;24-02-2019;08:00:30;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7500;24-02-2019;08:00:31;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7501;24-02-2019;08:00:31;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7502;24-02-2019;08:00:32;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7503;24-02-2019;08:00:32;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7504;24-02-2019;08:00:32;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7505;24-02-2019;08:00:32;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7506;24-02-2019;08:00:32;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7507;24-02-2019;08:00:33;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7508;24-02-2019;08:00:33;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7509;24-02-2019;08:00:37;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7510;24-02-2019;08:00:39;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7511;24-02-2019;08:01:10;40;-;Trovan Unique;0007ACBA9A;-;00000000;00000000;-;""
7512;24-02-2019;08:01:12;40;-;Trovan Unique;0007ACBA9A;-;00000000;00000000;-;""
7513;24-02-2019;08:01:27;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7514;24-02-2019;08:01:35;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
7515;24-02-2019;08:01:35;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
