Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
2749;21-02-2019;13:12:41;10;-;Trovan Unique;0007AC7B4A;-;00000000;00000000;-;""
2750;21-02-2019;13:12:42;10;-;Trovan Unique;0007AC7B4A;-;00000000;00000000;-;""
2751;21-02-2019;13:12:42;10;-;Trovan Unique;0007AC7B4A;-;00000000;00000000;-;""
2752;21-02-2019;13:12:42;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
2753;21-02-2019;13:12:42;10;-;Trovan Unique;0007AC7B4A;-;00000000;00000000;-;""
2754;21-02-2019;13:12:43;10;-;Trovan Unique;0007AC7B4A;-;00000000;00000000;-;""
2755;21-02-2019;13:12:43;10;-;Trovan Unique;0007AC7B4A;-;00000000;00000000;-;""
2756;21-02-2019;13:12:44;10;-;Trovan Unique;0007AC7B4A;-;00000000;00000000;-;""
2757;21-02-2019;13:12:44;10;-;Trovan Unique;0007AC7B4A;-;00000000;00000000;-;""
2758;21-02-2019;13:12:50;40;-;Trovan Unique;0007ABAFBF;-;00000000;00000000;-;""
2759;21-02-2019;13:13:13;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
2760;21-02-2019;13:13:14;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
2761;21-02-2019;13:13:15;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
2762;21-02-2019;13:13:29;20;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
2763;21-02-2019;13:13:31;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
2764;21-02-2019;13:13:32;30;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
2765;21-02-2019;13:13:33;40;-;Trovan Unique;0007AC9031;-;00000000;00000000;-;""
2766;21-02-2019;13:13:36;40;-;Trovan Unique;0007AC4333;-;00000000;00000000;-;""
2767;21-02-2019;13:14:26;40;-;Trovan Unique;0007AC403D;-;00000000;00000000;-;""
2768;21-02-2019;13:14:26;40;-;Trovan Unique;0007AC403D;-;00000000;00000000;-;""
2769;21-02-2019;13:14:31;40;-;Trovan Unique;0007AC403D;-;00000000;00000000;-;""
