,time_in,time_out,id,visit_time
0,2019-02-24 16:18:10,2019-02-24 16:18:44,0007AC93ED,0 days 00:00:34.000000000
0,2019-02-24 16:30:19,2019-02-24 16:30:42,0007AC403D,0 days 00:00:23.000000000
0,2019-02-24 16:42:56,2019-02-24 16:43:44,00079D4F7C,0 days 00:00:48.000000000
0,2019-02-24 16:45:49,2019-02-24 16:47:57,0007AC7B4A,0 days 00:02:08.000000000
0,2019-02-24 16:46:10,2019-02-24 16:46:33,0007AC9031,0 days 00:00:23.000000000
0,2019-02-24 17:06:01,2019-02-24 17:06:33,0007AC8CF6,0 days 00:00:32.000000000
0,2019-02-24 17:06:57,2019-02-24 17:07:28,0007AC4333,0 days 00:00:31.000000000
0,2019-02-24 17:09:06,2019-02-24 17:09:24,0007AC4333,0 days 00:00:18.000000000
0,2019-02-24 17:12:31,2019-02-24 17:12:56,0007ABA0DB,0 days 00:00:25.000000000
0,2019-02-24 17:13:47,2019-02-24 17:14:16,0007AC403D,0 days 00:00:29.000000000
0,2019-02-24 17:13:49,2019-02-24 17:15:45,0007B117A4,0 days 00:01:56.000000000
0,2019-02-24 17:16:52,2019-02-24 17:17:01,0007AC93ED,0 days 00:00:09.000000000
0,2019-02-24 17:20:18,2019-02-24 17:21:29,00079D4F7C,0 days 00:01:11.000000000
0,2019-02-24 17:22:39,2019-02-24 17:22:54,0007AC93ED,0 days 00:00:15.000000000
0,2019-02-24 17:43:17,2019-02-24 17:45:16,0007AC7B4A,0 days 00:01:59.000000000
0,2019-02-24 17:45:39,2019-02-24 17:46:09,0007AC9031,0 days 00:00:30.000000000
