,time_in,time_out,id,visit_time
0,2019-02-25 07:48:00,2019-02-25 07:48:07,0007AC8CF6,0 days 00:00:07.000000000
0,2019-02-25 07:50:21,2019-02-25 07:52:37,0007AC8CF6,0 days 00:02:16.000000000
0,2019-02-25 08:04:39,2019-02-25 08:06:09,0007AC9031,0 days 00:01:30.000000000
0,2019-02-25 08:05:51,2019-02-25 08:06:44,0007B117A4,0 days 00:00:53.000000000
0,2019-02-25 08:15:33,2019-02-25 08:16:04,0007AC403D,0 days 00:00:31.000000000
0,2019-02-25 08:21:22,2019-02-25 08:21:54,0007AC93ED,0 days 00:00:32.000000000
0,2019-02-25 08:30:44,2019-02-25 08:34:23,0007AC7B4A,0 days 00:03:39.000000000
0,2019-02-25 08:44:28,2019-02-25 08:45:40,0007ABA0DB,0 days 00:01:12.000000000
0,2019-02-25 08:58:13,2019-02-25 08:58:16,0007AC93ED,0 days 00:00:03.000000000
0,2019-02-25 08:59:13,2019-02-25 08:59:36,0007AC93ED,0 days 00:00:23.000000000
0,2019-02-25 09:00:10,2019-02-25 09:00:30,0007AC4333,0 days 00:00:20.000000000
0,2019-02-25 09:11:26,2019-02-25 09:12:17,0007AC9031,0 days 00:00:51.000000000
0,2019-02-25 09:18:49,2019-02-25 09:19:59,0007AC8CF6,0 days 00:01:10.000000000
0,2019-02-25 09:20:18,2019-02-25 09:21:42,00079D4F7C,0 days 00:01:24.000000000
0,2019-02-25 09:37:38,2019-02-25 09:38:07,0007AC403D,0 days 00:00:29.000000000
0,2019-02-25 09:54:21,2019-02-25 09:54:42,0007AC93ED,0 days 00:00:21.000000000
0,2019-02-25 09:57:23,2019-02-25 09:57:54,0007AC4333,0 days 00:00:31.000000000
0,2019-02-25 09:59:24,2019-02-25 10:00:53,0007AC7B4A,0 days 00:01:29.000000000
0,2019-02-25 09:59:27,2019-02-25 10:02:44,0007B117A4,0 days 00:03:17.000000000
0,2019-02-25 10:16:10,2019-02-25 10:16:46,0007AC9031,0 days 00:00:36.000000000
0,2019-02-25 10:18:03,2019-02-25 10:18:48,0007AC93ED,0 days 00:00:45.000000000
0,2019-02-25 10:18:09,2019-02-25 10:18:46,0007AC8CF6,0 days 00:00:37.000000000
0,2019-02-25 10:31:48,2019-02-25 10:32:31,0007ABA0DB,0 days 00:00:43.000000000
0,2019-02-25 10:52:54,2019-02-25 10:53:06,0007AC403D,0 days 00:00:12.000000000
0,2019-02-25 11:00:53,2019-02-25 11:01:19,0007AC4333,0 days 00:00:26.000000000
0,2019-02-25 11:28:55,2019-02-25 11:29:12,0007AC8CF6,0 days 00:00:17.000000000
0,2019-02-25 11:41:27,2019-02-25 11:41:35,0007AC93ED,0 days 00:00:08.000000000
0,2019-02-25 11:42:19,2019-02-25 11:42:49,0007AC9031,0 days 00:00:30.000000000
0,2019-02-25 11:43:07,2019-02-25 11:43:33,0007AC4333,0 days 00:00:26.000000000
0,2019-02-25 11:43:32,2019-02-25 11:43:54,0007AC403D,0 days 00:00:22.000000000
0,2019-02-25 11:43:48,2019-02-25 11:44:06,0007AC93ED,0 days 00:00:18.000000000
0,2019-02-25 11:46:13,2019-02-25 11:47:06,0007AC8CF6,0 days 00:00:53.000000000
0,2019-02-25 11:46:17,2019-02-25 11:49:53,0007B117A4,0 days 00:03:36.000000000
0,2019-02-25 11:48:02,2019-02-25 11:49:53,0007AC7B4A,0 days 00:01:51.000000000
0,2019-02-25 11:53:17,2019-02-25 11:55:05,00079D4F7C,0 days 00:01:48.000000000
0,2019-02-25 12:02:11,2019-02-25 12:03:00,0007ABA0DB,0 days 00:00:49.000000000
0,2019-02-25 12:36:55,2019-02-25 12:37:36,0007AC4333,0 days 00:00:41.000000000
0,2019-02-25 13:02:31,2019-02-25 13:02:47,0007AC403D,0 days 00:00:16.000000000
0,2019-02-25 13:12:01,2019-02-25 13:12:30,0007AC8CF6,0 days 00:00:29.000000000
0,2019-02-25 13:12:02,2019-02-25 13:14:29,0007B117A4,0 days 00:02:27.000000000
0,2019-02-25 13:14:46,2019-02-25 13:15:32,0007AC9031,0 days 00:00:46.000000000
0,2019-02-25 13:16:30,2019-02-25 13:16:57,0007AC93ED,0 days 00:00:27.000000000
0,2019-02-25 13:25:28,2019-02-25 13:25:57,0007ABA0DB,0 days 00:00:29.000000000
0,2019-02-25 13:27:26,2019-02-25 13:28:45,0007AC4333,0 days 00:01:19.000000000
0,2019-02-25 14:15:19,2019-02-25 14:15:19,0007AC8CF6,0 days 00:00:00.000000000
0,2019-02-25 14:15:20,2019-02-25 14:15:52,0007AC8CF6,0 days 00:00:32.000000000
0,2019-02-25 14:17:24,2019-02-25 14:17:45,0007AC403D,0 days 00:00:21.000000000
0,2019-02-25 14:26:59,2019-02-25 14:27:26,0007ABA0DB,0 days 00:00:27.000000000
0,2019-02-25 14:47:36,2019-02-25 14:49:21,00079D4F7C,0 days 00:01:45.000000000
0,2019-02-25 14:50:16,2019-02-25 14:50:29,0007AC93ED,0 days 00:00:13.000000000
0,2019-02-25 14:50:27,2019-02-25 14:54:43,0007AC7B4A,0 days 00:04:16.000000000
0,2019-02-25 15:21:24,2019-02-25 15:22:34,0007AC9031,0 days 00:01:10.000000000
0,2019-02-25 15:33:07,2019-02-25 15:33:07,0007AC8CF6,0 days 00:00:00.000000000
0,2019-02-25 15:33:09,2019-02-25 15:34:01,0007AC8CF6,0 days 00:00:52.000000000
0,2019-02-25 15:54:53,2019-02-25 15:55:21,0007ABA0DB,0 days 00:00:28.000000000
0,2019-02-25 15:57:12,2019-02-25 15:57:28,0007AC403D,0 days 00:00:16.000000000
0,2019-02-25 15:57:47,2019-02-25 15:58:34,0007AC4333,0 days 00:00:47.000000000
0,2019-02-25 16:12:26,2019-02-25 16:14:01,0007AC93ED,0 days 00:01:35.000000000
0,2019-02-25 16:26:19,2019-02-25 16:28:00,0007AC7B4A,0 days 00:01:41.000000000
0,2019-02-25 16:26:59,2019-02-25 16:28:58,0007B117A4,0 days 00:01:59.000000000
0,2019-02-25 16:45:50,2019-02-25 16:47:09,00079D4F7C,0 days 00:01:19.000000000
0,2019-02-25 17:07:09,2019-02-25 17:08:19,0007AC8CF6,0 days 00:01:10.000000000
0,2019-02-25 17:07:27,2019-02-25 17:07:56,0007AC93ED,0 days 00:00:29.000000000
0,2019-02-25 17:08:31,2019-02-25 17:08:48,0007AC93ED,0 days 00:00:17.000000000
0,2019-02-25 17:09:17,2019-02-25 17:09:31,0007AC93ED,0 days 00:00:14.000000000
0,2019-02-25 17:09:42,2019-02-25 17:09:56,0007AC403D,0 days 00:00:14.000000000
0,2019-02-25 17:10:21,2019-02-25 17:10:32,0007AC4333,0 days 00:00:11.000000000
0,2019-02-25 17:10:44,2019-02-25 17:11:52,0007AC93ED,0 days 00:01:08.000000000
0,2019-02-25 17:11:32,2019-02-25 17:14:12,0007AC7B4A,0 days 00:02:40.000000000
0,2019-02-25 17:15:04,2019-02-25 17:15:42,0007AC9031,0 days 00:00:38.000000000
0,2019-02-25 17:19:07,2019-02-25 17:19:30,0007AC93ED,0 days 00:00:23.000000000
0,2019-02-25 17:30:15,2019-02-25 17:30:57,0007AC4333,0 days 00:00:42.000000000
0,2019-02-25 17:36:52,2019-02-25 17:36:54,0007AC93ED,0 days 00:00:02.000000000
0,2019-02-25 17:38:30,2019-02-25 17:39:37,00079D4F7C,0 days 00:01:07.000000000
0,2019-02-25 17:39:45,2019-02-25 17:40:06,0007AC93ED,0 days 00:00:21.000000000
0,2019-02-25 17:40:20,2019-02-25 17:40:30,0007AC93ED,0 days 00:00:10.000000000
