Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
11577;26-02-2019;07:43:29;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
11578;26-02-2019;07:43:29;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
11579;26-02-2019;07:43:30;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
11580;26-02-2019;07:43:30;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
11581;26-02-2019;07:43:30;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
11582;26-02-2019;07:45:42;40;-;Trovan Unique;0007ABAFBF;-;00000000;00000000;-;""
11583;26-02-2019;07:49:59;10;-;Trovan Unique;0007B04A67;-;00000000;00000000;-;""
11584;26-02-2019;07:51:34;10;-;Trovan Unique;0007B0F1CE;-;00000000;00000000;-;""
11585;26-02-2019;07:55:09;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11586;26-02-2019;07:55:25;40;-;Trovan Unique;0007AC4309;-;00000000;00000000;-;""
11587;26-02-2019;07:57:59;40;-;Trovan Unique;0007ACB5E0;-;00000000;00000000;-;""
11588;26-02-2019;07:58:24;40;-;Trovan Unique;0007ACB5E0;-;00000000;00000000;-;""
11589;26-02-2019;07:58:49;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11590;26-02-2019;07:58:53;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11591;26-02-2019;07:58:54;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11592;26-02-2019;07:59:18;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11593;26-02-2019;07:59:19;40;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11594;26-02-2019;07:59:19;30;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11595;26-02-2019;07:59:20;40;-;Trovan Unique;0007B04A67;-;00000000;00000000;-;""
11596;26-02-2019;07:59:50;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
11597;26-02-2019;07:59:51;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
11598;26-02-2019;07:59:52;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
11599;26-02-2019;07:59:53;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
11600;26-02-2019;07:59:53;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
11601;26-02-2019;07:59:53;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
11602;26-02-2019;07:59:53;10;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
11603;26-02-2019;07:59:53;40;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
11604;26-02-2019;07:59:53;20;-;Trovan Unique;0007AC93ED;-;00000000;00000000;-;""
11605;26-02-2019;07:59:53;30;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
11606;26-02-2019;07:59:54;30;-;Trovan Unique;0007B117A4;-;00000000;00000000;-;""
11607;26-02-2019;08:00:08;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11608;26-02-2019;08:00:09;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
11609;26-02-2019;08:00:10;20;-;Trovan Unique;0007AC8CF6;-;00000000;00000000;-;""
