Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
4586;25-11-2018;09:15:01;40;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4587;25-11-2018;09:15:32;40;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4588;25-11-2018;09:15:33;40;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4589;25-11-2018;09:15:36;40;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4590;25-11-2018;09:15:37;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4591;25-11-2018;09:17:08;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4592;25-11-2018;09:17:08;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4593;25-11-2018;09:17:08;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4594;25-11-2018;09:17:08;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4595;25-11-2018;09:17:09;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4596;25-11-2018;09:17:10;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4597;25-11-2018;09:17:10;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4598;25-11-2018;09:18:25;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4599;25-11-2018;09:18:29;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4600;25-11-2018;09:18:29;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4601;25-11-2018;09:18:40;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4602;25-11-2018;09:18:40;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4603;25-11-2018;09:18:41;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4604;25-11-2018;09:18:41;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4605;25-11-2018;09:19:02;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4606;25-11-2018;09:19:02;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4607;25-11-2018;09:19:07;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4608;25-11-2018;09:19:08;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4609;25-11-2018;09:19:08;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4610;25-11-2018;09:19:09;40;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4611;25-11-2018;09:38:20;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4612;25-11-2018;09:38:21;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4613;25-11-2018;09:38:21;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4614;25-11-2018;09:38:21;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4615;25-11-2018;09:38:21;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4616;25-11-2018;09:38:22;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4617;25-11-2018;09:38:23;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4618;25-11-2018;09:38:23;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4619;25-11-2018;09:38:32;40;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4620;25-11-2018;09:38:33;30;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4621;25-11-2018;09:40:23;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4622;25-11-2018;09:40:23;20;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4623;25-11-2018;09:40:24;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4624;25-11-2018;09:40:24;10;-;Trovan Unique;000783A8B7;-;00000000;00000000;-;""
4625;25-11-2018;09:43:12;20;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
4626;25-11-2018;09:43:18;20;-;Trovan Unique;00079D4DD3;-;00000000;00000000;-;""
